Month,data_source,Country,Tx_Type,CC VS APM,First Payment Method,Fail Reason,Order Count,Success Order Count,Recovery Order Count,Fail Order Count
2026-01,Foodpanda,Bangladesh,MIT,Credit Card,credit_card,unknown,5,1,0,4
2026-01,Foodpanda,Cambodia,CIT,Alternative Payment Method,invoice,NOT MAPPED,3,3,0,0
2026-01,Foodpanda,Cambodia,CIT,Credit Card,cart,NOT MAPPED,1502,1502,0,0
2026-01,Foodpanda,Cambodia,CIT,Credit Card,cart,Risk / Fraud Blocks,71,3,0,68
2026-01,Foodpanda,Cambodia,CIT,Credit Card,credit_card,Drops,1074,0,0,1049
2026-01,Foodpanda,Cambodia,CIT,Credit Card,credit_card,Fraud Risk,11,0,0,11
2026-01,Foodpanda,Cambodia,CIT,Credit Card,credit_card,Generic Rejection,131,2,0,129
2026-01,Foodpanda,Cambodia,CIT,Credit Card,credit_card,Generic Rejection ,18,0,0,18
2026-01,Foodpanda,Cambodia,CIT,Credit Card,credit_card,Insufficient Funds,76,0,0,76
2026-01,Foodpanda,Cambodia,CIT,Credit Card,credit_card,NOT MAPPED,3633,3426,201,6
2026-01,Foodpanda,Cambodia,CIT,Credit Card,credit_card,Payment Instrument Issues,58,0,0,58
2026-01,Foodpanda,Cambodia,CIT,Credit Card,credit_card,Third Party System Error,26,4,0,22
2026-01,Foodpanda,Cambodia,CIT,Credit Card,credit_card,unknown,19,0,0,19
2026-01,Foodpanda,Cambodia,MIT,Alternative Payment Method,invoice,NOT MAPPED,115,115,0,0
2026-01,Foodpanda,Cambodia,MIT,Alternative Payment Method,no_payment_method,NOT MAPPED,3,3,0,0
2026-01,Foodpanda,Cambodia,MIT,Alternative Payment Method,no_payment_method,Technical Issues,1067,0,0,1067
2026-01,Foodpanda,Cambodia,MIT,Alternative Payment Method,no_payment_method,unknown,1,0,0,1
2026-01,Foodpanda,Cambodia,MIT,Credit Card,credit_card,Drops,81,0,0,46
2026-01,Foodpanda,Cambodia,MIT,Credit Card,credit_card,Fraud Risk,22,0,0,22
2026-01,Foodpanda,Cambodia,MIT,Credit Card,credit_card,Generic Rejection,171,1,0,170
2026-01,Foodpanda,Cambodia,MIT,Credit Card,credit_card,Generic Rejection ,231,0,0,231
2026-01,Foodpanda,Cambodia,MIT,Credit Card,credit_card,Insufficient Funds,563,0,0,563
2026-01,Foodpanda,Cambodia,MIT,Credit Card,credit_card,NOT MAPPED,5216,4831,384,1
2026-01,Foodpanda,Cambodia,MIT,Credit Card,credit_card,Payment Instrument Issues,164,0,0,164
2026-01,Foodpanda,Cambodia,MIT,Credit Card,credit_card,Third Party System Error,26,1,0,25
2026-01,Foodpanda,Cambodia,MIT,Credit Card,credit_card,unknown,106,3,0,103
2026-01,Foodpanda,Hong Kong,CIT,Alternative Payment Method,antfinancial_alipay,Drops,835,0,0,828
2026-01,Foodpanda,Hong Kong,CIT,Alternative Payment Method,antfinancial_alipay,Fraud Risk,8,0,0,8
2026-01,Foodpanda,Hong Kong,CIT,Alternative Payment Method,antfinancial_alipay,Insufficient Funds,277,0,0,277
2026-01,Foodpanda,Hong Kong,CIT,Alternative Payment Method,antfinancial_alipay,NOT MAPPED,7822,7748,74,0
2026-01,Foodpanda,Hong Kong,CIT,Alternative Payment Method,antfinancial_alipay,Payment Instrument Issues,39,0,0,39
2026-01,Foodpanda,Hong Kong,CIT,Alternative Payment Method,antfinancial_alipay,Third Party System Error,295,285,4,6
2026-01,Foodpanda,Hong Kong,CIT,Alternative Payment Method,antfinancial_alipay,unknown,15,2,0,13
2026-01,Foodpanda,Hong Kong,CIT,Alternative Payment Method,invoice,NOT MAPPED,160,160,0,0
2026-01,Foodpanda,Hong Kong,CIT,Alternative Payment Method,no_payment,unknown,4,0,0,0
2026-01,Foodpanda,Hong Kong,CIT,Credit Card,applepay,Generic Rejection,5,0,0,5
2026-01,Foodpanda,Hong Kong,CIT,Credit Card,applepay,Generic Rejection ,1,0,0,1
2026-01,Foodpanda,Hong Kong,CIT,Credit Card,applepay,Insufficient Funds,23,0,0,23
2026-01,Foodpanda,Hong Kong,CIT,Credit Card,applepay,NOT MAPPED,10467,10369,97,1
2026-01,Foodpanda,Hong Kong,CIT,Credit Card,applepay,Payment Instrument Issues,32,0,0,32
2026-01,Foodpanda,Hong Kong,CIT,Credit Card,applepay,unknown,6,1,0,2
2026-01,Foodpanda,Hong Kong,CIT,Credit Card,cart,Drops,112,91,0,21
2026-01,Foodpanda,Hong Kong,CIT,Credit Card,cart,Generic Rejection,1,0,0,1
2026-01,Foodpanda,Hong Kong,CIT,Credit Card,cart,Insufficient Funds,1,0,0,1
2026-01,Foodpanda,Hong Kong,CIT,Credit Card,cart,NOT MAPPED,410,410,0,0
2026-01,Foodpanda,Hong Kong,CIT,Credit Card,cart,Risk / Fraud Blocks,9,0,0,9
2026-01,Foodpanda,Hong Kong,CIT,Credit Card,cart,Third Party System Error,26,21,0,5
2026-01,Foodpanda,Hong Kong,CIT,Credit Card,credit_card,Drops,730,59,0,622
2026-01,Foodpanda,Hong Kong,CIT,Credit Card,credit_card,Fraud Risk,15,0,0,15
2026-01,Foodpanda,Hong Kong,CIT,Credit Card,credit_card,Generic Rejection,77,0,0,77
2026-01,Foodpanda,Hong Kong,CIT,Credit Card,credit_card,Generic Rejection ,6,0,0,6
2026-01,Foodpanda,Hong Kong,CIT,Credit Card,credit_card,Insufficient Funds,31,0,0,31
2026-01,Foodpanda,Hong Kong,CIT,Credit Card,credit_card,NOT MAPPED,3956,3832,123,1
2026-01,Foodpanda,Hong Kong,CIT,Credit Card,credit_card,Payment Instrument Issues,35,0,0,35
2026-01,Foodpanda,Hong Kong,CIT,Credit Card,credit_card,Third Party System Error,3,0,0,3
2026-01,Foodpanda,Hong Kong,CIT,Credit Card,credit_card,unknown,30,0,0,30
2026-01,Foodpanda,Hong Kong,MIT,Alternative Payment Method,antfinancial_alipay,Drops,150,0,0,95
2026-01,Foodpanda,Hong Kong,MIT,Alternative Payment Method,antfinancial_alipay,Fraud Risk,55,0,0,55
2026-01,Foodpanda,Hong Kong,MIT,Alternative Payment Method,antfinancial_alipay,Insufficient Funds,2047,0,0,2047
2026-01,Foodpanda,Hong Kong,MIT,Alternative Payment Method,antfinancial_alipay,NOT MAPPED,12309,11880,429,0
2026-01,Foodpanda,Hong Kong,MIT,Alternative Payment Method,antfinancial_alipay,Payment Instrument Issues,211,0,0,211
2026-01,Foodpanda,Hong Kong,MIT,Alternative Payment Method,antfinancial_alipay,Third Party System Error,3082,2942,135,5
2026-01,Foodpanda,Hong Kong,MIT,Alternative Payment Method,antfinancial_alipay,unknown,10,10,0,0
2026-01,Foodpanda,Hong Kong,MIT,Alternative Payment Method,invoice,NOT MAPPED,2673,2673,0,0
2026-01,Foodpanda,Hong Kong,MIT,Alternative Payment Method,no_payment_method,NOT MAPPED,5,5,0,0
2026-01,Foodpanda,Hong Kong,MIT,Alternative Payment Method,no_payment_method,Technical Issues,331,0,0,331
2026-01,Foodpanda,Hong Kong,MIT,Credit Card,applepay,Fraud Risk,93,0,0,93
2026-01,Foodpanda,Hong Kong,MIT,Credit Card,applepay,Generic Rejection,59,0,0,59
2026-01,Foodpanda,Hong Kong,MIT,Credit Card,applepay,Insufficient Funds,392,0,0,392
2026-01,Foodpanda,Hong Kong,MIT,Credit Card,applepay,NOT MAPPED,10596,10452,144,0
2026-01,Foodpanda,Hong Kong,MIT,Credit Card,applepay,Payment Instrument Issues,277,0,0,277
2026-01,Foodpanda,Hong Kong,MIT,Credit Card,applepay,Payment Instrument Issues ,18,0,0,18
2026-01,Foodpanda,Hong Kong,MIT,Credit Card,applepay,Third Party System Error,6,0,0,6
2026-01,Foodpanda,Hong Kong,MIT,Credit Card,applepay,unknown,38,3,0,35
2026-01,Foodpanda,Hong Kong,MIT,Credit Card,credit_card,Drops,55,5,0,30
2026-01,Foodpanda,Hong Kong,MIT,Credit Card,credit_card,Fraud Risk,247,0,0,247
2026-01,Foodpanda,Hong Kong,MIT,Credit Card,credit_card,Generic Rejection,53,0,0,53
2026-01,Foodpanda,Hong Kong,MIT,Credit Card,credit_card,Generic Rejection ,7,0,0,7
2026-01,Foodpanda,Hong Kong,MIT,Credit Card,credit_card,Insufficient Funds,349,0,0,349
2026-01,Foodpanda,Hong Kong,MIT,Credit Card,credit_card,NOT MAPPED,13255,13093,162,0
2026-01,Foodpanda,Hong Kong,MIT,Credit Card,credit_card,Payment Instrument Issues,241,0,0,241
2026-01,Foodpanda,Hong Kong,MIT,Credit Card,credit_card,Payment Instrument Issues ,15,0,0,15
2026-01,Foodpanda,Hong Kong,MIT,Credit Card,credit_card,Third Party System Error,11,0,0,11
2026-01,Foodpanda,Hong Kong,MIT,Credit Card,credit_card,unknown,49,2,0,47
2026-01,Foodpanda,Malaysia,CIT,Alternative Payment Method,antfinancial_tng,Drops,9789,0,0,9706
2026-01,Foodpanda,Malaysia,CIT,Alternative Payment Method,antfinancial_tng,Insufficient Funds,3423,1,0,3422
2026-01,Foodpanda,Malaysia,CIT,Alternative Payment Method,antfinancial_tng,NOT MAPPED,46843,45419,1423,1
2026-01,Foodpanda,Malaysia,CIT,Alternative Payment Method,antfinancial_tng,Payment Instrument Issues,1043,0,0,1043
2026-01,Foodpanda,Malaysia,CIT,Alternative Payment Method,antfinancial_tng,Third Party System Error,614,13,0,601
2026-01,Foodpanda,Malaysia,CIT,Alternative Payment Method,antfinancial_tng,unknown,625,2,0,622
2026-01,Foodpanda,Malaysia,CIT,Alternative Payment Method,invoice,NOT MAPPED,478,478,0,0
2026-01,Foodpanda,Malaysia,CIT,Alternative Payment Method,no_payment,unknown,42,0,0,0
2026-01,Foodpanda,Malaysia,CIT,Credit Card,cart,Drops,438,363,0,75
2026-01,Foodpanda,Malaysia,CIT,Credit Card,cart,Fraud Risk,1,0,0,1
2026-01,Foodpanda,Malaysia,CIT,Credit Card,cart,Generic Rejection,3,0,0,3
2026-01,Foodpanda,Malaysia,CIT,Credit Card,cart,Insufficient Funds,8,0,0,8
2026-01,Foodpanda,Malaysia,CIT,Credit Card,cart,NOT MAPPED,751,749,0,2
2026-01,Foodpanda,Malaysia,CIT,Credit Card,cart,Payment Instrument Issues,4,0,0,4
2026-01,Foodpanda,Malaysia,CIT,Credit Card,cart,Risk / Fraud Blocks,41,7,0,34
2026-01,Foodpanda,Malaysia,CIT,Credit Card,cart,Third Party System Error,7,0,0,7
2026-01,Foodpanda,Malaysia,CIT,Credit Card,credit_card,Drops,1040,0,0,1019
2026-01,Foodpanda,Malaysia,CIT,Credit Card,credit_card,Fraud Risk,30,0,0,30
2026-01,Foodpanda,Malaysia,CIT,Credit Card,credit_card,Generic Rejection,90,0,0,90
2026-01,Foodpanda,Malaysia,CIT,Credit Card,credit_card,Generic Rejection ,5,0,0,5
2026-01,Foodpanda,Malaysia,CIT,Credit Card,credit_card,Insufficient Funds,729,0,0,729
2026-01,Foodpanda,Malaysia,CIT,Credit Card,credit_card,NOT MAPPED,14491,13867,615,9
2026-01,Foodpanda,Malaysia,CIT,Credit Card,credit_card,Payment Instrument Issues,1920,0,0,1920
2026-01,Foodpanda,Malaysia,CIT,Credit Card,credit_card,Third Party System Error,570,0,0,570
2026-01,Foodpanda,Malaysia,CIT,Credit Card,credit_card,unknown,337,2,0,333
2026-01,Foodpanda,Malaysia,MIT,Alternative Payment Method,antfinancial_tng,Drops,1388,0,0,809
2026-01,Foodpanda,Malaysia,MIT,Alternative Payment Method,antfinancial_tng,Insufficient Funds,21108,0,0,21108
2026-01,Foodpanda,Malaysia,MIT,Alternative Payment Method,antfinancial_tng,NOT MAPPED,108521,100144,8377,0
2026-01,Foodpanda,Malaysia,MIT,Alternative Payment Method,antfinancial_tng,Payment Instrument Issues,4932,0,0,4932
2026-01,Foodpanda,Malaysia,MIT,Alternative Payment Method,antfinancial_tng,Third Party System Error,4256,108,169,3979
2026-01,Foodpanda,Malaysia,MIT,Alternative Payment Method,antfinancial_tng,unknown,238,41,5,192
2026-01,Foodpanda,Malaysia,MIT,Alternative Payment Method,invoice,NOT MAPPED,18019,18019,0,0
2026-01,Foodpanda,Malaysia,MIT,Alternative Payment Method,no_payment_method,NOT MAPPED,6,6,0,0
2026-01,Foodpanda,Malaysia,MIT,Alternative Payment Method,no_payment_method,Technical Issues,2710,0,0,2710
2026-01,Foodpanda,Malaysia,MIT,Alternative Payment Method,no_payment_method,unknown,4,0,0,4
2026-01,Foodpanda,Malaysia,MIT,Credit Card,credit_card,Drops,79,0,0,52
2026-01,Foodpanda,Malaysia,MIT,Credit Card,credit_card,Fraud Risk,95,0,0,95
2026-01,Foodpanda,Malaysia,MIT,Credit Card,credit_card,Generic Rejection,192,0,0,192
2026-01,Foodpanda,Malaysia,MIT,Credit Card,credit_card,Generic Rejection ,3,0,0,3
2026-01,Foodpanda,Malaysia,MIT,Credit Card,credit_card,Insufficient Funds,5943,0,0,5943
2026-01,Foodpanda,Malaysia,MIT,Credit Card,credit_card,NOT MAPPED,66143,62916,3227,0
2026-01,Foodpanda,Malaysia,MIT,Credit Card,credit_card,Payment Instrument Issues,2667,0,0,2667
2026-01,Foodpanda,Malaysia,MIT,Credit Card,credit_card,Third Party System Error,805,0,0,805
2026-01,Foodpanda,Malaysia,MIT,Credit Card,credit_card,unknown,108,21,1,86
2026-01,Foodpanda,Pakistan,CIT,Alternative Payment Method,antfinancial_easypaisa,Drops,11159,0,0,10969
2026-01,Foodpanda,Pakistan,CIT,Alternative Payment Method,antfinancial_easypaisa,Generic Rejection ,16,0,0,16
2026-01,Foodpanda,Pakistan,CIT,Alternative Payment Method,antfinancial_easypaisa,Insufficient Funds,1987,0,0,1987
2026-01,Foodpanda,Pakistan,CIT,Alternative Payment Method,antfinancial_easypaisa,NOT MAPPED,17125,15452,1553,120
2026-01,Foodpanda,Pakistan,CIT,Alternative Payment Method,antfinancial_easypaisa,Payment Instrument Issues,1078,0,0,1078
2026-01,Foodpanda,Pakistan,CIT,Alternative Payment Method,antfinancial_easypaisa,Third Party System Error,1188,767,90,329
2026-01,Foodpanda,Pakistan,CIT,Alternative Payment Method,antfinancial_easypaisa,unknown,983,91,10,881
2026-01,Foodpanda,Pakistan,CIT,Alternative Payment Method,invoice,NOT MAPPED,113,113,0,0
2026-01,Foodpanda,Pakistan,CIT,Alternative Payment Method,no_payment,unknown,12,0,0,0
2026-01,Foodpanda,Pakistan,CIT,Alternative Payment Method,require_payment,NOT MAPPED,23,0,0,0
2026-01,Foodpanda,Pakistan,CIT,Alternative Payment Method,voucher,NOT MAPPED,89,83,6,0
2026-01,Foodpanda,Pakistan,CIT,Credit Card,cart,NOT MAPPED,1748,1732,0,16
2026-01,Foodpanda,Pakistan,CIT,Credit Card,cart,Risk / Fraud Blocks,419,69,0,350
2026-01,Foodpanda,Pakistan,CIT,Credit Card,credit_card,Drops,9860,811,33,8830
2026-01,Foodpanda,Pakistan,CIT,Credit Card,credit_card,Fraud Risk,244,0,0,244
2026-01,Foodpanda,Pakistan,CIT,Credit Card,credit_card,Generic Rejection,1371,0,0,1371
2026-01,Foodpanda,Pakistan,CIT,Credit Card,credit_card,Generic Rejection ,434,0,0,434
2026-01,Foodpanda,Pakistan,CIT,Credit Card,credit_card,Insufficient Funds,968,0,0,968
2026-01,Foodpanda,Pakistan,CIT,Credit Card,credit_card,NOT MAPPED,27204,24575,2426,203
2026-01,Foodpanda,Pakistan,CIT,Credit Card,credit_card,Payment Instrument Issues,1215,0,0,1215
2026-01,Foodpanda,Pakistan,CIT,Credit Card,credit_card,Payment Instrument Issues ,37,0,0,37
2026-01,Foodpanda,Pakistan,CIT,Credit Card,credit_card,Third Party System Error,182,0,0,182
2026-01,Foodpanda,Pakistan,CIT,Credit Card,credit_card,unknown,728,23,5,694
2026-01,Foodpanda,Pakistan,MIT,Alternative Payment Method,antfinancial_easypaisa,Drops,704,0,0,324
2026-01,Foodpanda,Pakistan,MIT,Alternative Payment Method,antfinancial_easypaisa,Insufficient Funds,6204,0,0,6204
2026-01,Foodpanda,Pakistan,MIT,Alternative Payment Method,antfinancial_easypaisa,NOT MAPPED,26819,21742,4889,188
2026-01,Foodpanda,Pakistan,MIT,Alternative Payment Method,antfinancial_easypaisa,Payment Instrument Issues,4277,0,0,4277
2026-01,Foodpanda,Pakistan,MIT,Alternative Payment Method,antfinancial_easypaisa,Third Party System Error,14684,5464,8833,387
2026-01,Foodpanda,Pakistan,MIT,Alternative Payment Method,antfinancial_easypaisa,unknown,58,13,2,43
2026-01,Foodpanda,Pakistan,MIT,Alternative Payment Method,invoice,NOT MAPPED,2175,2175,0,0
2026-01,Foodpanda,Pakistan,MIT,Alternative Payment Method,no_payment_method,NOT MAPPED,5,5,0,0
2026-01,Foodpanda,Pakistan,MIT,Alternative Payment Method,no_payment_method,Technical Issues,6001,0,0,6001
2026-01,Foodpanda,Pakistan,MIT,Alternative Payment Method,no_payment_method,Third Party System Error,1,0,0,1
2026-01,Foodpanda,Pakistan,MIT,Alternative Payment Method,no_payment_method,unknown,2,0,0,2
2026-01,Foodpanda,Pakistan,MIT,Alternative Payment Method,voucher,NOT MAPPED,4,4,0,0
2026-01,Foodpanda,Pakistan,MIT,Credit Card,credit_card,Drops,430,41,0,228
2026-01,Foodpanda,Pakistan,MIT,Credit Card,credit_card,Fraud Risk,490,0,0,490
2026-01,Foodpanda,Pakistan,MIT,Credit Card,credit_card,Generic Rejection,1875,0,0,1875
2026-01,Foodpanda,Pakistan,MIT,Credit Card,credit_card,Generic Rejection ,94,0,0,94
2026-01,Foodpanda,Pakistan,MIT,Credit Card,credit_card,Insufficient Funds,6034,0,0,6034
2026-01,Foodpanda,Pakistan,MIT,Credit Card,credit_card,NOT MAPPED,72948,66365,6416,167
2026-01,Foodpanda,Pakistan,MIT,Credit Card,credit_card,Payment Instrument Issues,2427,0,0,2427
2026-01,Foodpanda,Pakistan,MIT,Credit Card,credit_card,Payment Instrument Issues ,668,0,0,668
2026-01,Foodpanda,Pakistan,MIT,Credit Card,credit_card,Third Party System Error,19,0,0,19
2026-01,Foodpanda,Pakistan,MIT,Credit Card,credit_card,unknown,493,34,4,455
2026-01,Foodpanda,Philippines,CIT,Alternative Payment Method,antfinancial_gcash,Drops,20544,0,0,20366
2026-01,Foodpanda,Philippines,CIT,Alternative Payment Method,antfinancial_gcash,Fraud Risk,485,2,0,483
2026-01,Foodpanda,Philippines,CIT,Alternative Payment Method,antfinancial_gcash,Generic Rejection ,3,0,0,3
2026-01,Foodpanda,Philippines,CIT,Alternative Payment Method,antfinancial_gcash,Insufficient Funds,9429,0,0,9429
2026-01,Foodpanda,Philippines,CIT,Alternative Payment Method,antfinancial_gcash,NOT MAPPED,84913,83000,1903,10
2026-01,Foodpanda,Philippines,CIT,Alternative Payment Method,antfinancial_gcash,Payment Instrument Issues,880,0,0,880
2026-01,Foodpanda,Philippines,CIT,Alternative Payment Method,antfinancial_gcash,Third Party System Error,22,18,0,4
2026-01,Foodpanda,Philippines,CIT,Alternative Payment Method,antfinancial_gcash,unknown,628,27,0,595
2026-01,Foodpanda,Philippines,CIT,Alternative Payment Method,dh_wallet,Generic Rejection ,18,0,0,18
2026-01,Foodpanda,Philippines,CIT,Alternative Payment Method,dh_wallet,NOT MAPPED,54416,54265,150,1
2026-01,Foodpanda,Philippines,CIT,Alternative Payment Method,dh_wallet,unknown,358,8,0,350
2026-01,Foodpanda,Philippines,CIT,Alternative Payment Method,invoice,NOT MAPPED,2011,2011,0,0
2026-01,Foodpanda,Philippines,CIT,Alternative Payment Method,no_payment,unknown,72,0,0,0
2026-01,Foodpanda,Philippines,CIT,Alternative Payment Method,no_payment_method,NOT MAPPED,1157,1157,0,0
2026-01,Foodpanda,Philippines,CIT,Alternative Payment Method,require_payment,NOT MAPPED,114,0,0,0
2026-01,Foodpanda,Philippines,CIT,Credit Card,cart,NOT MAPPED,24499,24284,0,215
2026-01,Foodpanda,Philippines,CIT,Credit Card,cart,Risk / Fraud Blocks,1085,44,0,1041
2026-01,Foodpanda,Philippines,CIT,Credit Card,credit_card,Drops,7690,514,0,7043
2026-01,Foodpanda,Philippines,CIT,Credit Card,credit_card,Fraud Risk,408,0,0,408
2026-01,Foodpanda,Philippines,CIT,Credit Card,credit_card,Generic Rejection,594,0,0,594
2026-01,Foodpanda,Philippines,CIT,Credit Card,credit_card,Generic Rejection ,159,0,0,159
2026-01,Foodpanda,Philippines,CIT,Credit Card,credit_card,Insufficient Funds,577,0,0,577
2026-01,Foodpanda,Philippines,CIT,Credit Card,credit_card,NOT MAPPED,18565,17391,1077,97
2026-01,Foodpanda,Philippines,CIT,Credit Card,credit_card,Payment Instrument Issues,360,0,0,360
2026-01,Foodpanda,Philippines,CIT,Credit Card,credit_card,Payment Instrument Issues ,99,0,0,99
2026-01,Foodpanda,Philippines,CIT,Credit Card,credit_card,Third Party System Error,28,0,0,28
2026-01,Foodpanda,Philippines,CIT,Credit Card,credit_card,unknown,368,8,1,359
2026-01,Foodpanda,Philippines,MIT,Alternative Payment Method,antfinancial_gcash,Drops,3212,0,0,1975
2026-01,Foodpanda,Philippines,MIT,Alternative Payment Method,antfinancial_gcash,Fraud Risk,14,0,0,14
2026-01,Foodpanda,Philippines,MIT,Alternative Payment Method,antfinancial_gcash,Generic Rejection ,1,0,0,1
2026-01,Foodpanda,Philippines,MIT,Alternative Payment Method,antfinancial_gcash,Insufficient Funds,54092,0,0,54092
2026-01,Foodpanda,Philippines,MIT,Alternative Payment Method,antfinancial_gcash,NOT MAPPED,250619,215583,35036,0
2026-01,Foodpanda,Philippines,MIT,Alternative Payment Method,antfinancial_gcash,Payment Instrument Issues,2471,0,0,2471
2026-01,Foodpanda,Philippines,MIT,Alternative Payment Method,antfinancial_gcash,Third Party System Error,154,85,67,2
2026-01,Foodpanda,Philippines,MIT,Alternative Payment Method,antfinancial_gcash,unknown,115,95,13,7
2026-01,Foodpanda,Philippines,MIT,Alternative Payment Method,dh_wallet,Generic Rejection ,1,0,0,1
2026-01,Foodpanda,Philippines,MIT,Alternative Payment Method,dh_wallet,NOT MAPPED,8535,8350,183,2
2026-01,Foodpanda,Philippines,MIT,Alternative Payment Method,dh_wallet,unknown,6,1,0,5
2026-01,Foodpanda,Philippines,MIT,Alternative Payment Method,invoice,NOT MAPPED,6434,6434,0,0
2026-01,Foodpanda,Philippines,MIT,Alternative Payment Method,no_payment_method,Insufficient Funds,33850,0,0,33850
2026-01,Foodpanda,Philippines,MIT,Alternative Payment Method,no_payment_method,NOT MAPPED,35228,35228,0,0
2026-01,Foodpanda,Philippines,MIT,Alternative Payment Method,no_payment_method,Technical Issues,15330,0,0,15330
2026-01,Foodpanda,Philippines,MIT,Alternative Payment Method,no_payment_method,unknown,21,0,0,21
2026-01,Foodpanda,Philippines,MIT,Credit Card,credit_card,Drops,319,28,0,173
2026-01,Foodpanda,Philippines,MIT,Credit Card,credit_card,Fraud Risk,1132,0,0,1132
2026-01,Foodpanda,Philippines,MIT,Credit Card,credit_card,Generic Rejection,1003,0,0,1003
2026-01,Foodpanda,Philippines,MIT,Credit Card,credit_card,Generic Rejection ,39,0,0,39
2026-01,Foodpanda,Philippines,MIT,Credit Card,credit_card,Insufficient Funds,4984,0,0,4984
2026-01,Foodpanda,Philippines,MIT,Credit Card,credit_card,NOT MAPPED,56388,53157,3020,211
2026-01,Foodpanda,Philippines,MIT,Credit Card,credit_card,Payment Instrument Issues,933,0,0,933
2026-01,Foodpanda,Philippines,MIT,Credit Card,credit_card,Payment Instrument Issues ,816,0,0,816
2026-01,Foodpanda,Philippines,MIT,Credit Card,credit_card,Third Party System Error,357,0,0,357
2026-01,Foodpanda,Philippines,MIT,Credit Card,credit_card,unknown,524,24,2,498
2026-01,Foodpanda,Singapore,CIT,Alternative Payment Method,invoice,NOT MAPPED,306,306,0,0
2026-01,Foodpanda,Singapore,CIT,Alternative Payment Method,no_payment,unknown,4,0,0,0
2026-01,Foodpanda,Singapore,CIT,Alternative Payment Method,require_payment,NOT MAPPED,2,0,0,0
2026-01,Foodpanda,Singapore,CIT,Alternative Payment Method,voucher,NOT MAPPED,3,3,0,0
2026-01,Foodpanda,Singapore,CIT,Credit Card,applepay,Fraud Risk,7,0,0,7
2026-01,Foodpanda,Singapore,CIT,Credit Card,applepay,Generic Rejection,1,0,0,1
2026-01,Foodpanda,Singapore,CIT,Credit Card,applepay,Generic Rejection ,7,0,0,7
2026-01,Foodpanda,Singapore,CIT,Credit Card,applepay,Insufficient Funds,19,0,0,19
2026-01,Foodpanda,Singapore,CIT,Credit Card,applepay,NOT MAPPED,7432,7128,303,1
2026-01,Foodpanda,Singapore,CIT,Credit Card,applepay,Payment Instrument Issues,35,0,0,35
2026-01,Foodpanda,Singapore,CIT,Credit Card,applepay,Third Party System Error,1,0,0,1
2026-01,Foodpanda,Singapore,CIT,Credit Card,applepay,unknown,8,2,0,6
2026-01,Foodpanda,Singapore,CIT,Credit Card,cart,NOT MAPPED,3275,3275,0,0
2026-01,Foodpanda,Singapore,CIT,Credit Card,cart,Risk / Fraud Blocks,116,3,0,113
2026-01,Foodpanda,Singapore,CIT,Credit Card,credit_card,Drops,1705,205,0,1481
2026-01,Foodpanda,Singapore,CIT,Credit Card,credit_card,Fraud Risk,72,0,0,72
2026-01,Foodpanda,Singapore,CIT,Credit Card,credit_card,Generic Rejection,277,0,0,277
2026-01,Foodpanda,Singapore,CIT,Credit Card,credit_card,Generic Rejection ,14,0,0,14
2026-01,Foodpanda,Singapore,CIT,Credit Card,credit_card,Insufficient Funds,105,0,0,105
2026-01,Foodpanda,Singapore,CIT,Credit Card,credit_card,NOT MAPPED,13680,12789,883,8
2026-01,Foodpanda,Singapore,CIT,Credit Card,credit_card,Payment Instrument Issues,226,0,0,226
2026-01,Foodpanda,Singapore,CIT,Credit Card,credit_card,Payment Instrument Issues ,2,0,0,2
2026-01,Foodpanda,Singapore,CIT,Credit Card,credit_card,Third Party System Error,18,0,0,18
2026-01,Foodpanda,Singapore,CIT,Credit Card,credit_card,unknown,121,6,0,115
2026-01,Foodpanda,Singapore,MIT,Alternative Payment Method,invoice,NOT MAPPED,10961,10961,0,0
2026-01,Foodpanda,Singapore,MIT,Alternative Payment Method,no_payment_method,NOT MAPPED,10,10,0,0
2026-01,Foodpanda,Singapore,MIT,Alternative Payment Method,no_payment_method,Technical Issues,1481,0,0,1481
2026-01,Foodpanda,Singapore,MIT,Alternative Payment Method,no_payment_method,unknown,2,0,0,2
2026-01,Foodpanda,Singapore,MIT,Credit Card,applepay,Drops,2,1,0,1
2026-01,Foodpanda,Singapore,MIT,Credit Card,applepay,Fraud Risk,105,0,0,105
2026-01,Foodpanda,Singapore,MIT,Credit Card,applepay,Generic Rejection,144,0,0,144
2026-01,Foodpanda,Singapore,MIT,Credit Card,applepay,Generic Rejection ,2,0,0,2
2026-01,Foodpanda,Singapore,MIT,Credit Card,applepay,Insufficient Funds,706,0,0,706
2026-01,Foodpanda,Singapore,MIT,Credit Card,applepay,NOT MAPPED,14129,13354,771,4
2026-01,Foodpanda,Singapore,MIT,Credit Card,applepay,Payment Instrument Issues,319,0,0,319
2026-01,Foodpanda,Singapore,MIT,Credit Card,applepay,Payment Instrument Issues ,21,0,0,21
2026-01,Foodpanda,Singapore,MIT,Credit Card,applepay,Third Party System Error,27,0,0,27
2026-01,Foodpanda,Singapore,MIT,Credit Card,applepay,unknown,15,3,0,12
2026-01,Foodpanda,Singapore,MIT,Credit Card,credit_card,Drops,120,20,0,76
2026-01,Foodpanda,Singapore,MIT,Credit Card,credit_card,Fraud Risk,509,0,0,509
2026-01,Foodpanda,Singapore,MIT,Credit Card,credit_card,Generic Rejection,109,0,0,109
2026-01,Foodpanda,Singapore,MIT,Credit Card,credit_card,Generic Rejection ,20,0,0,20
